pool_hash,pool_id,operator_group,source,source_detail
20d72d4a07d2e1951d9d1ef27b6bab3c810444d667b13387eae89d77,,0FEE,pool_groups_2021_01_06_99b3c61d,pool_list.json cluster_name; ticker=0FEE8; name=0 fee club
3255c0e0a0f673b09de6bd68dda3bb31a7cfc7959e316930642c107e,,0FEE,pool_groups_2021_01_06_99b3c61d,pool_list.json cluster_name; ticker=0FEE9; name=0 fee club
4ccf05ec7a62460384a951c590e58c7294a9031309d03834e3496f35,,0FEE,pool_groups_2021_01_06_99b3c61d,pool_list.json cluster_name; ticker=0FEE5; name=0 fee club
53228453540d4190af4cae49be60cc6e8219682ecc2bbbced7d8f20b,,0FEE,pool_groups_2021_01_06_99b3c61d,pool_list.json cluster_name; ticker=0FEE6; name=0 fee club
96b0dac2d1da7a46ef457c75121686cb083f592227cd414e0ec138b8,,0FEE,pool_groups_2021_01_06_99b3c61d,pool_list.json cluster_name; ticker=0FEE0; name=0 fee club
9f993ee3ed3cbb87e8096735bae69297cf34706e20720602a1804810,,0FEE,pool_groups_2021_01_06_99b3c61d,pool_list.json cluster_name; ticker=0FEE2; name=0 fee club
a5badbd63e2af0474baaa92cac4f2b847f0b333681ad53254253e7c6,,0FEE,pool_groups_2021_01_06_99b3c61d,pool_list.json cluster_name; ticker=0FEE1; name=0 fee club
af55538be1b01342af8b400d7f83844bfed9faf3e38fb5b9f6ff57c4,,0FEE,pool_groups_2021_01_06_99b3c61d,pool_list.json cluster_name; ticker=0FEE7; name=0 fee club
d01379b3dc768ece2a25f2c20b6b434d79dcd9bb16b1645e9a62d500,,0FEE,pool_groups_2021_01_06_99b3c61d,pool_list.json cluster_name; ticker=0FEE4; name=0 fee club
d51eb01bbfc128e557b51ea104983dc3825cd73e11fa1c33b950c66f,,0FEE,pool_groups_2021_01_06_99b3c61d,pool_list.json cluster_name; ticker=0FEE3; name=0 fee club
5606dd286691c8323217da1d630bbee6e3cbf48173659cfca7fcec9a,,0PCT,pool_groups_2021_01_06_99b3c61d,pool_list.json cluster_name; ticker=0PCT1; name=0 Percent Pool
657adbe7f383bbe0b98a9ca74b9ebd5b9e7dff1e2ffeacbbeab20d76,,0PCT,pool_groups_2021_01_06_99b3c61d,pool_list.json cluster_name; ticker=0PCT2; name=0 Percent Pools
f0e708ba4407cb2414d6138b739d2fb416dd1621deb8371b6ccc8088,,0PCT,pool_groups_2021_01_06_99b3c61d,pool_list.json cluster_name; ticker=0PCT; name=0 Percent Pool
03646a1b39e69473a57bbeda37e35be8adcefb6ff608dd8fc726d371,pool1qdjx5xeeu6288ftmhmdr0c6mazkua7m07cydmr78ymfhz7jj7g4,1PCT,pool_groups_current_HEAD,pool_clusters.json group; ticker=1PCT; balanceanalytics_group=1PCT; adastat_group=1percentpool.eu
16d7b39329f79540967e35631dd1f6630a608a5c94e642ee8b2e9e8a,pool1zmtm8yef7725p9n7x433m50kvv9xpzjujnny9m5t960g5qm30ua,1PCT,pool_groups_current_HEAD,pool_clusters.json group; ticker=1PCT1; balanceanalytics_group=1PCT; adastat_group=1percentpool.eu
17a6a1f2fb36d9ef275805db17409af7ab753b9d27bdd41b89510bb9,pool1z7n2ruhmxmv77f6cqhd3wsy6774h2wuay77agxuf2y9mj8q55vw,1PCT,pool_groups_current_HEAD,pool_clusters.json group; ticker=1PCT2; balanceanalytics_group=1PCT; adastat_group=1percentpool.eu
1d8988c2057d6efd6a094e468840a51942ab03b5b69b07a2bca71b53,pool1rkyc3ss904h066sffergss99r9p2kqa4k6ds0g4u5ud4x7yaajd,1PCT,pool_groups_current_HEAD,pool_clusters.json group; ticker=1PCT5; balanceanalytics_group=1PCT; adastat_group=1percentpool.eu
27fdacbd3703ed8491520415b5eaff29b241cf30cdc01786b03975f7,pool1yl76e0fhq0kcfy2jqs2mt6hl9xeyrnesehqp0p4s896lwv7hrta,1PCT,pool_groups_current_HEAD,pool_clusters.json group; ticker=1PCT9; balanceanalytics_group=1PCT; adastat_group=1percentpool.eu
38a7e77635a708b921b02dc819c65c44c405a775c4c9eece16b63687,pool18zn7wa345uytjgds9hypn3jugnzqtfm4cny7anskkcmgwwxtwca,1PCT,pool_groups_current_HEAD,pool_clusters.json group; ticker=1PCT7; balanceanalytics_group=1PCT; adastat_group=1percentpool.eu
3ef28c9dcc109acb9f0636a789808cee3f5f9b96754b4c1fc6d88e0c,pool18mege8wvzzdvh8cxx6ncnqyvacl4lxukw495c87xmz8qcdl6lj8,1PCT,pool_groups_current_HEAD,pool_clusters.json group; ticker=1PCT6; balanceanalytics_group=1PCT; adastat_group=1percentpool.eu
41c8a40ab0b78d727655d165f946722728dfb01df2fcc2e148b3c98d,pool1g8y2gz4sk7xhyaj469jlj3njyu5dlvqa7t7v9c2gk0yc69879z8,1PCT,pool_groups_current_HEAD,pool_clusters.json group; ticker=1PCT0; balanceanalytics_group=1PCT; adastat_group=1percentpool.eu
43e608ee299b1aaad2d54f5986717379598cbc90ba291a27476a8dda,pool1g0nq3m3fnvd245k4favcvutn09vce0yshg535f68d2xa54vy0cc,1PCT,pool_groups_current_HEAD,pool_clusters.json group; ticker=1PCT3; balanceanalytics_group=1PCT; adastat_group=1percentpool.eu
463e481957f266d93e4decbfb73003380ab17223e0e569f71c7a525a,pool1gclysx2h7fndj0jdajlmwvqr8q9tzu3rurjknacu0ff954fsg9a,1PCT,pool_groups_current_HEAD,pool_clusters.json group; ticker=1PCT0; balanceanalytics_group=1PCT; adastat_group=1percentpool.eu
550e404e1946236f0fa0c36c6e54e58f41931bf24ff682a0ba226fd5,pool1258yqnsegc3k7raqcdkxu4893aqexxljflmg9g96yfha2qytayv,1PCT,pool_groups_current_HEAD,pool_clusters.json group; ticker=1PCT2; balanceanalytics_group=1PCT; adastat_group=1percentpool.eu
56f78c5478524496790461eefd4d9380f71dfb231358736902648dfe,pool12mmcc4rc2fzfv7gyv8h06nvnsrm3m7erzdv8x6gzvjxlu2lf09n,1PCT,pool_groups_current_HEAD,pool_clusters.json group; ticker=1PCT3; balanceanalytics_group=1PCT; adastat_group=1percentpool.eu
64e09628015d1065e4a11f032c90f677ba1f2f583ff0f55a158450b0,pool1vnsfv2qpt5gxte9prupjey8kw7ap7t6c8lc02ks4s3gtqplhgd3,1PCT,pool_groups_current_HEAD,pool_clusters.json group; ticker=1PCT4; balanceanalytics_group=1PCT; adastat_group=1percentpool.eu
6b5180a258275c671690c94c704f074190e90ea900ed565b4c29abe8,pool1ddgcpgjcyawxw95se9x8qnc8gxgwjr4fqrk4vk6v9x47s0ggpjp,1PCT,pool_groups_current_HEAD,pool_clusters.json group; ticker=1PCT8; balanceanalytics_group=1PCT; adastat_group=1percentpool.eu
6b9da81e0b66fcdfaa67f55f08b28399b70e031f3cb13e6aa8f61b0a,pool1dww6s8stvm7dl2n8740s3v5rnxmsuqcl8jcnu64g7cds5w29pft,1PCT,pool_groups_current_HEAD,pool_clusters.json group; ticker=1PCT3; balanceanalytics_group=1PCT; adastat_group=1percentpool.eu
71efddeabf5dd8211853a5ed30548391ccb54fa3b55e5828db9afee6,pool1w8ham64lthvzzxzn5hknq4yrj8xt2nark409s2xmntlwvt4ag3r,1PCT,pool_groups_current_HEAD,pool_clusters.json group; ticker=1PCT7; balanceanalytics_group=1PCT; adastat_group=1percentpool.eu
757bbac0aeaa2cb38deaad2dbd298b9cd85bdc1a968f930aea093a63,pool1w4am4s9w4gkt8r0245km62vtnnv9hhq6j68exzh2pyaxxfaq0gc,1PCT,pool_groups_current_HEAD,pool_clusters.json group; ticker=1PCT2; balanceanalytics_group=1PCT; adastat_group=1percentpool.eu
844540411ea37a35689620b02570eec2a0e403c1207c92c1b7a4dfa0,pool1s3z5qsg75dar26ykyzcz2u8wc2swgq7pyp7f9sdh5n06qh3jhq2,1PCT,pool_groups_current_HEAD,pool_clusters.json group; ticker=1PCT1; balanceanalytics_group=1PCT; adastat_group=1percentpool.eu
87021d7881cff6817040033a3c6b0246d11421c198e69195e60a7000,pool1supp67ypelmgzuzqqvarc6czgmg3ggwpnrnfr90xpfcqqf8h05t,1PCT,pool_groups_current_HEAD,pool_clusters.json group; ticker=1PCT; balanceanalytics_group=1PCT; adastat_group=1percentpool.eu
99127328c3fed20710b0b807f32b10ccd731125b30de38b9ff973a01,pool1nyf8x2xrlmfqwy9shqrlx2csentnzyjmxr0r3w0ljuaqz5ek7qz,1PCT,pool_groups_current_HEAD,pool_clusters.json group; ticker=1PCT6; balanceanalytics_group=1PCT; adastat_group=1percentpool.eu
a19199571e9c14f2502bf37146034491fd08521f5253cc6ef497b5a9,pool15xgej4c7ns20y5pt7dc5vq6yj87ss5sl2ffucmh5j766j90ppur,1PCT,pool_groups_current_HEAD,pool_clusters.json group; ticker=1PCT5; balanceanalytics_group=1PCT; adastat_group=1percentpool.eu
a75f5263ca05569b3baecf0fafbfdaaf07076727c44460e4641b415b,pool15a04yc72q4tfkwaweu86l0764urswee8c3zxperyrdq4kx8nvua,1PCT,pool_groups_current_HEAD,pool_clusters.json group; ticker=1PCT4; balanceanalytics_group=1PCT; adastat_group=1percentpool.eu
b59366e330a6db8260ad9aae8446ba8c908931d1b9cb3cca5d1d84aa,pool1kkfkdces5mdcyc9dn2hgg3463jggjvw3h89nejjarkz25uavaqu,1PCT,pool_groups_current_HEAD,pool_clusters.json group; ticker=1PCT9; balanceanalytics_group=1PCT; adastat_group=1percentpool.eu
cd5721fe2ccf9b803bbe787266c3493fff67acc67951b88ebbaf9599,pool1e4tjrl3ve7dcqwa70pexds6f8llk0txx09gm3r4m472ej4p6473,1PCT,pool_groups_current_HEAD,pool_clusters.json group; ticker=1PCT8; balanceanalytics_group=1PCT; adastat_group=1percentpool.eu
e0bfd78fd14b0336186ff6ca79a45f3619102b5bb484f7e0124dfdc0,pool1uzla0r73fvpnvxr07m98nfzlxcv3q26mkjz00cqjfh7uqsyjkju,1PCT,pool_groups_current_HEAD,pool_clusters.json group; ticker=1PCT1; balanceanalytics_group=1PCT; adastat_group=1percentpool.eu
e75ff353a1a2e454d3fe59249f87dad63b4270b16caf4b819bae5f69,pool1ua0lx5ap5tj9f5l7tyjflp766ca5yu93djh5hqvm4e0kjgw5k7v,1PCT,pool_groups_current_HEAD,pool_clusters.json group; ticker=1PCT6; balanceanalytics_group=1PCT; adastat_group=1percentpool.eu
e9132dcc6ca311a5a5bcc30909c74f1e7404bb8c50ef8a86fa95a311,pool1ayfjmnrv5vg6tfducvysn360re6qfwuv2rhc4ph6jk33ztuxlhq,1PCT,pool_groups_current_HEAD,pool_clusters.json group; ticker=1PCT5; balanceanalytics_group=1PCT; adastat_group=1percentpool.eu
f018942907ac50ed7f831f14755ad93698188492d09d229655e6ade1,pool17qvfg2g843gw6lurru282kkex6vp3pyj6zwj99j4u6k7zvmva5a,1PCT,pool_groups_current_HEAD,pool_clusters.json group; ticker=1PCT4; balanceanalytics_group=1PCT; adastat_group=1percentpool.eu
ffffb02a48c007d4531ef7c38a6e354c013d47f9eb4862ac463d553d,pool1lllmq2jgcqrag5c77lpc5m34fsqn63leadyx9tzx842n66ly3ql,1PCT,pool_groups_current_HEAD,pool_clusters.json group; ticker=None; balanceanalytics_group=1PCT; adastat_group=None
8bd3e5cffcd9b34270500003723df8efce4e22f436b4244c55388042,,2PCT,pool_groups_2021_01_06_99b3c61d,pool_list.json cluster_name; ticker=2PCT; name=2 Percent Pool
3c647453fb1929284f9dd6dd495dcdee1d7b0e604851da958f0234e9,,2percentpools.live,pool_groups_2020_11_27_793e6094,pool_list.json cluster_name; ticker=2PCT1; name=2 Percent Pool - #1
d026c269eea21d619fc0207ae548689b5637e36eef19a7ed41a7cc20,,2percentpools.live,pool_groups_2020_11_27_793e6094,pool_list.json cluster_name; ticker=2PCT2; name=2 Percent Pool - #2
2bfa5943dfb17ecd8e681e7ce568e22ac45340a417bdde358e3f5159,,307P,pool_groups_2021_01_06_99b3c61d,pool_list.json cluster_name; ticker=307; name=307Pool
7e53c234d29f6037c5e5f82dfdc8a6edf816cc406d0a3a3412cdeab7,pool10efuydxjnasr0309lqklmj9xahupdnzqd59r5dqjeh4twz06tr0,4ADA,pool_groups_current_HEAD,pool_clusters.json group; ticker=F4ADA; balanceanalytics_group=4ADA; adastat_group=staking4ada.org
a631b46315b1567ef0ce2b2ad4cb63faac09f32ceba6716a7e331e5e,pool15ccmgcc4k9t8auxw9v4dfjmrl2kqnuevawn8z6n7xv09utw9hh3,4ADA,pool_groups_current_HEAD,pool_clusters.json group; ticker=4ADA; balanceanalytics_group=4ADA; adastat_group=staking4ada.org
bbfb301cad22e7a62f6fea6e3c93aec4e6f714aef66b0a828e792f12,,4ADA,pool_groups_2021_01_06_99b3c61d,pool_list.json cluster_name; ticker=W4ADA; name=Whales4ADA
0f292fcaa02b8b2f9b3c8f9fd8e0bb21abedb692a6d5058df3ef2735,pool1pu5jlj4q9w9jlxeu370a3c9myx47md5j5m2str0naunn2q3lkdy,5BINARIES,pool_groups_current_HEAD,pool_clusters.json group; ticker=NUTS; balanceanalytics_group=SINGLEPOOL; adastat_group=None
1176ab1b3d5bf4b8bc89d747e800391adf8935061618a6b23a6e1d80,pool1z9m2kxeat06t30yf6ar7sqpert0cjdgxzcv2dv36dcwcqcqtgk4,5BINARIES,pool_groups_current_HEAD,pool_clusters.json group; ticker=None; balanceanalytics_group=5BINARIES; adastat_group=stake1u9km8m02yjujqj2at4v7ekehyzenrwkp3jszkka8psp4nmc6wqm9j
1506bd5a7a2339814ab507fbe8ed24fccbfa53ee7cac2d1ab6939efe,pool1z5rt6kn6yvuczj44qla73mfyln9l55lw0jkz6x4kjw00u32zec3,5BINARIES,pool_groups_current_HEAD,pool_clusters.json group; ticker=None; balanceanalytics_group=5BINARIES; adastat_group=stake1u9km8m02yjujqj2at4v7ekehyzenrwkp3jszkka8psp4nmc6wqm9j
894ff15d8bef5f740a2fa3552157834d9d6b2f5a232bed3819d756b5,pool1398lzhvtaa0hgz305d2jz4urfkwkkt66yv476wqe6att2f7dphh,5BINARIES,pool_groups_current_HEAD,pool_clusters.json group; ticker=None; balanceanalytics_group=5BINARIES; adastat_group=stake1u9km8m02yjujqj2at4v7ekehyzenrwkp3jszkka8psp4nmc6wqm9j
9def0b9497f8d922e633c65e2099e6da8df5e966f201db5c7abcb077,pool1nhhsh9yhlrvj9e3nce0zpx0xm2xlt6tx7gqakhr6hjc8wy84sat,5BINARIES,pool_groups_current_HEAD,pool_clusters.json group; ticker=None; balanceanalytics_group=5BINARIES; adastat_group=stake1u9km8m02yjujqj2at4v7ekehyzenrwkp3jszkka8psp4nmc6wqm9j
b2817f8c6ecf0e9ce1b5b9ab79a95f63df31b623934d2d3783e9bdbf,pool1k2qhlrrweu8fecd4hx4hn22lv00nrd3rjdxj6durax7m78q7ynu,5BINARIES,pool_groups_current_HEAD,pool_clusters.json group; ticker=None; balanceanalytics_group=5BINARIES; adastat_group=stake1u9km8m02yjujqj2at4v7ekehyzenrwkp3jszkka8psp4nmc6wqm9j
08b0c54264e2713931ba9de737e8bc9189d45ebf60983cb8dc7e3573,,8BALL,pool_groups_2021_01_06_99b3c61d,pool_list.json cluster_name; ticker=8BLOX; name=8BLOX
8ba11724b0b39f34223d166a752da604269db13562095d6386a14bb3,,8BALL,pool_groups_2021_01_06_99b3c61d,pool_list.json cluster_name; ticker=8BALL; name=8BALL
ec7871705e483ac323f53c0f68f9c776a72b785967c444c9bf119393,,AAA,pool_groups_2021_01_06_99b3c61d,pool_list.json cluster_name; ticker=AAA2; name=AAA2
fcbfb4a3c18f890de7a51f68603b18e654f8b432abdda17c53a0d586,,AAA,pool_groups_2021_01_06_99b3c61d,pool_list.json cluster_name; ticker=AAA; name=AAA
4bae51055777821b4fa7d4fdbf130816b4d9d9b7b9000edeec8e95d4,pool1fwh9zp2hw7ppkna86n7m7ycgz66dnkdhhyqqahhv362agxj2u7g,AADA,pool_groups_current_HEAD,pool_clusters.json group; ticker=ISPO2; balanceanalytics_group=AADA; adastat_group=aada.finance
c48ed34a5f24ca6dcbac194e45ed9f0b6ac720018eac038ffa9488bd,pool1cj8dxjjlyn9xmjavr98ytmvlpd4vwgqp36kq8rl6jjyt6k2adfh,AADA,pool_groups_current_HEAD,pool_clusters.json group; ticker=None; balanceanalytics_group=AADA; adastat_group=aada.finance
0c2e0c5a062389a3fd6fafddae26344d490866d7a34cad981b20f96b,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,ACL,pool_groups_current_HEAD,pool_clusters.json group; ticker=ACL; balanceanalytics_group=ACL; adastat_group=cardanoland.com
0e773f93f9dab25a991cbb62922e4579ea7b0595ea183d0d7732961a,pool1pemnlylem2e94xguhd3fytj90848kpv4agvr6rthx2tp58z79ek,ACL,pool_groups_current_HEAD,pool_clusters.json group; ticker=ACL; balanceanalytics_group=ACL; adastat_group=cardanoland.com
5f6ea5224bc7a6b1b722654b724328c3822ea73d8d17a4d6f38b86a2,pool1tah22gjtc7ntrdezv49hysegcwpzafea35t6f4hn3wr2y4hz3vz,ACL,pool_groups_current_HEAD,pool_clusters.json group; ticker=ACL; balanceanalytics_group=ACL; adastat_group=cardanoland.com
bdd750e173f3d606c1af13b8661da7c0b5fa43121741c593cceec822,pool1hht4pctn70tqdsd0zwuxv8d8cz6l5scjzaquty7vamyzy78eqvc,ACL,pool_groups_current_HEAD,pool_clusters.json group; ticker=ACL; balanceanalytics_group=ACL; adastat_group=cardanoland.com
688548655448745d74c4b61da7383127ea9b56b2c6944ca7e3071893,,ACP,pool_groups_2021_01_06_99b3c61d,pool_list.json cluster_name; ticker=ACP2; name=AdaCryptoPool2
6e67b485616dc8a604e02a96b1efbf4c6c49919eea39c6805901e2df,,ACP,pool_groups_2021_01_06_99b3c61d,pool_list.json cluster_name; ticker=ACP1; name=AdaCryptoPool1
804865a3987aa337f3d99b1b7b8eae32c80a786af20f5bbca134c5f5,,ADA4G,pool_groups_2021_01_06_99b3c61d,pool_list.json cluster_name; ticker=ADA4G; name=A4GADAPool
ae3bc5a76ac9e46678ab650a81cc6491a074a9d970b5a7703a2d0c8e,,ADA4G,pool_groups_2021_01_06_99b3c61d,pool_list.json cluster_name; ticker=996; name=真正的中国池
01832116a90b9ae9fd73425f1d1256bea331fe9435a17e229aef2c00,pool1qxpjz94fpwdwnltngf036yjkh63nrl55xkshug56aukqqwn6gsn,ADALITE,pool_groups_current_HEAD,pool_clusters.json group; ticker=TW002; balanceanalytics_group=None; adastat_group=trustwallet.com
03fbee96b84daa1bf91c44b51d2e1cbdda53fd504c98aeb6fd4a55b6,pool1q0a7a94cfk4ph7gugj636tsuhhd98l2sfjv2adhaff2mvs7kmtl,ADALITE,pool_groups_current_HEAD,pool_clusters.json group; ticker=NUFI8; balanceanalytics_group=ADALITE; adastat_group=nu.fi
04c60c78417132a195cbb74975346462410f72612952a7c4ade7e438,pool1qnrqc7zpwye2r9wtkayh2dryvfqs7unp99f2039duljrsaffq5c,ADALITE,pool_groups_current_HEAD,pool_clusters.json group; ticker=NUFI; balanceanalytics_group=ADALITE; adastat_group=nu.fi
19521342b6c4cefb13f091a075a221a3e765435a0646902dd5379f3a,pool1r9fpxs4kcn80kylsjxs8tg3p50nk2s66qerfqtw4x70n5740nj9,ADALITE,pool_groups_current_HEAD,pool_clusters.json group; ticker=None; balanceanalytics_group=ADALITE; adastat_group=None
20fa3ee1959ac05e899272a7671d1537f9c977e23a42b5416238ddab,pool1yraracv4ntq9azvjw2nkw8g4xluujalz8fpt2stz8rw6k0zueuv,ADALITE,pool_groups_current_HEAD,pool_clusters.json group; ticker=None; balanceanalytics_group=ADALITE; adastat_group=None
266a21992f779be68c1476fab8e9bf1015e7b4c428ee8c3b899f65dd,pool1ye4zrxf0w7d7drq5wmat36dlzq270dxy9rhgcwufnaja644vwr9,ADALITE,pool_groups_current_HEAD,pool_clusters.json group; ticker=NUFIH; balanceanalytics_group=ADALITE; adastat_group=nu.fi
2d93bd7c54e3bd327c0af41c38ebdb03498df11e5b325aff5789a02d,pool19kfm6lz5uw7nylq27swr367mqdycmug7tve94l6h3xsz64seqtc,ADALITE,pool_groups_current_HEAD,pool_clusters.json group; ticker=KILN8; balanceanalytics_group=ADALITE; adastat_group=kiln.fi
4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,pool1gaztx97t53k47fr7282d70tje8323vvzx8pshgts30t9krw62tm,ADALITE,pool_groups_current_HEAD,pool_clusters.json group; ticker=TW001; balanceanalytics_group=ADALITE; adastat_group=trustwallet.com
481d305a21bbbaa85177413676ba350b1e2d7b7456b8008e72b96386,pool1fqwnqk3phwa2s5thgym8dw34pv0z67m526uqprnjh93cvzxymef,ADALITE,pool_groups_current_HEAD,pool_clusters.json group; ticker=NUFI9; balanceanalytics_group=ADALITE; adastat_group=nu.fi
49f23c86547526bbd0c9320d3704542c84472f426b923a3e429392eb,pool1f8erepj5w5nth5xfxgxnwpz59jzywt6zdwfr50jzjwfwksmg9ek,ADALITE,pool_groups_current_HEAD,pool_clusters.json group; ticker=NUFIE; balanceanalytics_group=ADALITE; adastat_group=nu.fi
4e0356a826bbf3e0525cd4612061a1304710b0c8d12df5457ac17cdf,pool1fcp4d2pxh0e7q5ju63sjqcdpxpr3pvxg6ykl23t6c97d7dnvjvw,ADALITE,pool_groups_current_HEAD,pool_clusters.json group; ticker=KILN1; balanceanalytics_group=ADALITE; adastat_group=kiln.fi
66958f34aa3334825ea628ee90d9c2f85ca204d62a8cc1759db22262,pool1v62c7d92xv6gyh4x9rhfpkwzlpw2ypxk92xvzavakg3xypatklv,ADALITE,pool_groups_current_HEAD,pool_clusters.json group; ticker=KILN2; balanceanalytics_group=ADALITE; adastat_group=kiln.fi
78da8fa2f5089964963a0ab7ad1402e8c656f203bef622cf9f5ee3c6,pool10rdglgh4pzvkf936p2m669qzarr9dusrhmmz9nultm3uvq4eh5k,ADALITE,pool_groups_current_HEAD,pool_clusters.json group; ticker=KILN0; balanceanalytics_group=ADALITE; adastat_group=kiln.fi
7b75bdba3b996dc88fdc00099d794d1460cf6bf7a5997a0da1197f4e,pool10d6mmw3mn9ku3r7uqqye672dz3sv76lh5kvh5rdpr9l5ug5yknr,ADALITE,pool_groups_current_HEAD,pool_clusters.json group; ticker=KILN4; balanceanalytics_group=ADALITE; adastat_group=kiln.fi
7d7ac07a2f2a25b7a4db868a40720621c4939cf6aefbb9a11464f1a6,pool104avq7309gjm0fxms69yqusxy8zf888k4mamngg5vnc6vculpzq,ADALITE,pool_groups_current_HEAD,pool_clusters.json group; ticker=NUFIB; balanceanalytics_group=ADALITE; adastat_group=nu.fi
879ad8338e795acb7b2bd2cf5532ed4e3603962439c91cb0bd5ae7af,pool1s7ddsvuw09dvk7et6t842vhdfcmq893y88y3ev9attn67mruf5m,ADALITE,pool_groups_current_HEAD,pool_clusters.json group; ticker=None; balanceanalytics_group=ADALITE; adastat_group=nu.fi
92229dcf782ce8a82050fdeecb9334cc4d906c6eb66cdbdcea86fb5f,pool1jg3fmnmc9n52sgzslhhvhye5e3xeqmrwkekdhh82sma47r47zg0,ADALITE,pool_groups_current_HEAD,pool_clusters.json group; ticker=NUFI3; balanceanalytics_group=ADALITE; adastat_group=nu.fi
936f24e391afc0738c816ae1f1388957b977de3d0e065dc9ba38af8d,pool1jdhjfcu34lq88rypdtslzwyf27uh0h3apcr9mjd68zhc69r29fy,ADALITE,pool_groups_current_HEAD,pool_clusters.json group; ticker=NUFI5; balanceanalytics_group=ADALITE; adastat_group=nu.fi
a0fc643d831b144e1dd289f5acf4274aedc331b6a0e4257ef5376520,pool15r7xg0vrrv2yu8wj3866eap8ftkuxvdk5rjz2lh4xajjq5v3p5d,ADALITE,pool_groups_current_HEAD,pool_clusters.json group; ticker=NUFI0; balanceanalytics_group=ADALITE; adastat_group=nu.fi
a374a14d2fa809b5e999a474b5d085b10be2fc95e6e82da045d9e8f6,pool15d62znf04qymt6ve536tt5y9ky979ly4um5zmgz9m850vu7wuv7,ADALITE,pool_groups_current_HEAD,pool_clusters.json group; ticker=NUFID; balanceanalytics_group=ADALITE; adastat_group=nu.fi
b46764f69c475830b4b373630d1086ad2a034c1c33b7c354624f27ff,pool1k3nkfa5ugavrpd9nwd3s6yyx454qxnquxwmux4rzfunl7q0z38t,ADALITE,pool_groups_current_HEAD,pool_clusters.json group; ticker=KILN9; balanceanalytics_group=None; adastat_group=kiln.fi
b6f7db82bc0ef7491d36bc4dd2b1be43529b04e16d7a6e6137abaad7,pool1kmmahq4upmm5j8fkh3xa9vd7gdffkp8pd4axucfh4w4dw549yqe,ADALITE,pool_groups_current_HEAD,pool_clusters.json group; ticker=None; balanceanalytics_group=ADALITE; adastat_group=None
c5d7ddd302cb05652d785b3eb0c3075bbee4e84225fd69465617948b,pool1chtam5czevzk2ttctvltpsc8twlwf6zzyh7kj3jkz72gks975sn,ADALITE,pool_groups_current_HEAD,pool_clusters.json group; ticker=NUFIC; balanceanalytics_group=ADALITE; adastat_group=nu.fi
c779f67a0f3a1f2985626e345013015f71cf245dbcc8ac8457f42e56,pool1caulv7s08g0jnptzdc69qycptacu7fzahny2epzh7sh9vhqz6xz,ADALITE,pool_groups_current_HEAD,pool_clusters.json group; ticker=NUFI1; balanceanalytics_group=ADALITE; adastat_group=nu.fi
ce19882fd62e79faa113fcaef93950a4f0a5913b20a0689911b6f62d,pool1ecvcst7k9eul4ggnljh0jw2s5nc2tyfmyzsx3xg3kmmz6ptgfwj,ADALITE,pool_groups_current_HEAD,pool_clusters.json group; ticker=NUFI2; balanceanalytics_group=ADALITE; adastat_group=nu.fi
cf69a3eca039d537acd46d5864a54dd8953f0c14be957350905834aa,pool1ea568m9q882n0tx5d4vxff2dmz2n7rq5h62hx5ystq625m4tcfu,ADALITE,pool_groups_current_HEAD,pool_clusters.json group; ticker=NUFI6; balanceanalytics_group=ADALITE; adastat_group=nu.fi
d5e0f919debe82e4447cf0f0089188ae212f7efbc065a3d819daa17a,pool16hs0jxw7h6pwg3ru7rcq3yvg4csj7lhmcpj68kqem2sh5nt8mwk,ADALITE,pool_groups_current_HEAD,pool_clusters.json group; ticker=NUFI7; balanceanalytics_group=ADALITE; adastat_group=nu.fi
d785ff6a030ae9d521770c00f264a2aa423e928c85fc620b13d46eda,pool167zl76srpt5a2gthpsq0ye9z4fpray5vsh7xyzcn63hd5mnw7fa,ADALITE,pool_groups_current_HEAD,pool_clusters.json group; ticker=NUFI4; balanceanalytics_group=ADALITE; adastat_group=nu.fi
dacdbb3e160587423dc699830ace34969d3280ed48cea25551633e1a,pool1mtxmk0skqkr5y0wxnxps4n35j6wn9q8dfr82y423vvlp53vccux,ADALITE,pool_groups_current_HEAD,pool_clusters.json group; ticker=KILN3; balanceanalytics_group=ADALITE; adastat_group=kiln.fi
daf97e5cf7b24fddbc0235684a1edff9c078c257d05df90d3fc6dc5f,pool1mtuhuh8hkf8am0qzx45y58kll8q83sjh6pwljrflcmw970d82f3,ADALITE,pool_groups_current_HEAD,pool_clusters.json group; ticker=KILN6; balanceanalytics_group=ADALITE; adastat_group=kiln.fi
e5c947f0a4f6a6dd0946d8971dafaf263c88a1b086527fdf24223c21,pool1uhy50u9y76nd6z2xmzt3mta0yc7g3gdssef8lheyyg7zzymgzm8,ADALITE,pool_groups_current_HEAD,pool_clusters.json group; ticker=NUFIA; balanceanalytics_group=ADALITE; adastat_group=nu.fi
e81076184cf505790a526960a7a79a1bcc2f3c9f3fed15e7b8713c02,pool1aqg8vxzv75zhjzjjd9s20fu6r0xz70yl8lk3teacwy7qyc2p2j7,ADALITE,pool_groups_current_HEAD,pool_clusters.json group; ticker=KILN7; balanceanalytics_group=ADALITE; adastat_group=kiln.fi
