pool_hash,pool_id,operator_group,source,source_detail
5cba23f74af5636a2c4d69fe46be084abf862ecf2ca022e56cec0ea1,pool1tjaz8a62743k5tzdd8lyd0sgf2lcvtk09jsz9etvas82zdamc2q,IOG,pool_groups_current_HEAD,pool_clusters.json group; ticker=IOGP; balanceanalytics_group=IOG; adastat_group=iohk.io
5d048776c64ec06473dfd5136ad3918a47f00d8883053f373b691f99,pool1t5zgwakxfmqxgu7l65fk45u33frlqrvgsvzn7demdy0ejgrhq9a,IOG,pool_groups_current_HEAD,pool_clusters.json group; ticker=IOGP; balanceanalytics_group=IOG; adastat_group=iohk.io
61500eea75ceebdf93d97296365d03eaef5d8e012ac98515ffd44f36,pool1v9gqa6n4em4aly7ew2trvhgrath4mrsp9tyc290l638nvqs5aej,IOG,pool_groups_current_HEAD,pool_clusters.json group; ticker=IOGP; balanceanalytics_group=IOG; adastat_group=iohk.io
61fe899e9b4b24fbde1f4c84ae3e7c5d63dbdafc15d38dd3b934ad97,pool1v8lgn85mfvj0hhslfjz2u0nut43ahkhuzhfcm5aexjkewn8krle,IOG,pool_groups_current_HEAD,pool_clusters.json group; ticker=IOGP; balanceanalytics_group=IOG; adastat_group=iohk.io
786cbd8d5a485835fbd2f6e9bc5c1f5bf72ded2c5f87c6372eb603d8,pool10pktmr26fpvrt77j7m5mchqlt0mjmmfvt7ruvdewkcpasp0nzkl,IOG,pool_groups_current_HEAD,pool_clusters.json group; ticker=IOGP; balanceanalytics_group=IOG; adastat_group=iohk.io
80903e036a6fef6bd017f0d2b51cc22a2c6968624cf10e03898b371f,pool1szgruqm2dlhkh5qh7rft28xz9gkxj6rzfncsuquf3vm37k63kqv,IOG,pool_groups_current_HEAD,pool_clusters.json group; ticker=IOGP; balanceanalytics_group=IOG; adastat_group=iohk.io
80cea8788c73a04d01e8cb33d70d1f59e10896578245e6bc35ed09ab,pool1sr82s7yvwwsy6q0geveawrglt8ss39jhsfz7d0p4a5y6kk30mdd,IOG,pool_groups_current_HEAD,pool_clusters.json group; ticker=IOGP; balanceanalytics_group=IOG; adastat_group=iohk.io
93e512ad4d4eec9fa66c1e60d81d9f4ddc8f500ee27a5a72949ba3ed,pool1j0j39t2dfmkflfnvresds8vlfhwg75qwufa95u55nw376ky29r8,IOG,pool_groups_current_HEAD,pool_clusters.json group; ticker=IOGP; balanceanalytics_group=IOG; adastat_group=iohk.io
9e734b6c2263c0917bfc550e9c949f41afa3fe000377243bd29df399,,IOG,pool_groups_2021_01_06_99b3c61d,pool_list.json cluster_name; ticker=IOGP; name=Input Output Global (IOHK) - Private
a532904ca60e13e88437b58e7c6ff66b8d5e7ec8d3f4b9e4be7820ec,,IOG,pool_groups_2021_01_06_99b3c61d,pool_list.json cluster_name; ticker=IOGP; name=Input Output Global (IOHK) - Private
a9fb2641de1177743ab158188da46c52ba266f513da76022e0654be3,pool148ajvsw7z9mhgw43tqvgmfrv22azvm638knkqghqv497xvdl2tk,IOG,pool_groups_current_HEAD,pool_clusters.json group; ticker=IOGP; balanceanalytics_group=IOG; adastat_group=iohk.io
b05eeffac69bc4ba197bfb7ca814e366b320f12cfc4a0b2b57296608,pool1kp0wl7kxn0zt5xtmld72s98rv6ejpufvl39qk26h99nqshmkmge,IOG,pool_groups_current_HEAD,pool_clusters.json group; ticker=IOGP; balanceanalytics_group=IOG; adastat_group=iohk.io
b61cab024af033e9ae022a6ec2308c0a7c11e3eec5240ae1cf011b7f,pool1kcw2kqj27qe7ntsz9fhvyvyvpf7prclwc5jq4cw0qydh7cygcek,IOG,pool_groups_current_HEAD,pool_clusters.json group; ticker=IOGP; balanceanalytics_group=IOG; adastat_group=iohk.io
ba4d2838d574c29db7add69f7608d5b4e574c55c7211a72213004a73,pool1hfxjswx4wnpfmdad660hvzx4knjhf32uwgg6wgsnqp98x9zz927,IOG,pool_groups_current_HEAD,pool_clusters.json group; ticker=IOGP; balanceanalytics_group=IOG; adastat_group=iohk.io
bd384c4b9e9d03c34d58b26c11769478d3a95aab70f594bef0d992bf,pool1h5uycju7n5puxn2ckfkpza550rf6jk4twr6ef0hsmxft78ajt6q,IOG,pool_groups_current_HEAD,pool_clusters.json group; ticker=IOGP; balanceanalytics_group=IOG; adastat_group=iohk.io
bf7cf0300e9ee6e0f7d9a7a842ad04357dd728a36585e8ee69aa8547,pool1ha70qvqwnmnwpa7e575y9tgyx47aw29rvkz73mnf42z5wet5dr3,IOG,pool_groups_current_HEAD,pool_clusters.json group; ticker=IOGP; balanceanalytics_group=IOG; adastat_group=iohk.io
c18f395d8e8d5d9012dfed12289e685c5a3ab5ff5b1f018240e9f881,pool1cx8njhvw34weqykla5fz38ngt3dr4d0ltv0srqjqa8ugzap937l,IOG,pool_groups_current_HEAD,pool_clusters.json group; ticker=IOGP; balanceanalytics_group=IOG; adastat_group=iohk.io
c9d5e490f94b7d328bb86da7758d53a0c1b1929c0be9b0201095b7b1,pool1e827fy8efd7n9zacdknhtr2n5rqmry5up05mqgqsjkmmzjmzrf3,IOG,pool_groups_current_HEAD,pool_clusters.json group; ticker=IOGP; balanceanalytics_group=IOG; adastat_group=iohk.io
d574cff47d83db9fc97702d3f2b42d728d09f7c52fdf6e909c2b2b5c,pool1646vlaras0deljthqtfl9dpdw2xsna799l0kayyu9v44cql4ky0,IOG,pool_groups_current_HEAD,pool_clusters.json group; ticker=IOGP; balanceanalytics_group=IOG; adastat_group=iohk.io
d9812f8d30b5db4b03e5b76cfd242db9cd2763da4671ed062be808a0,pool1mxqjlrfskhd5kql9kak06fpdh8xjwc76gec76p3taqy2qmfzs5z,IOG,pool_groups_current_HEAD,pool_clusters.json group; ticker=IOG1; balanceanalytics_group=IOG; adastat_group=iohk.io
f2930e8988d0861b4bd83badf807df1ce84349971f2b99b5ac626643,pool172fsazvg6zrpkj7c8wklsp7lrn5yxjvhru4enddvvfnyx343dyc,IOG,pool_groups_current_HEAD,pool_clusters.json group; ticker=IOGP; balanceanalytics_group=IOG; adastat_group=iohk.io
f9bd76a4558bd9b1baf61b506e1f0f363e94fd7d66ed99040210abd3,pool1lx7hdfz430vmrwhkrdgxu8c0xclffltavmkejpqzzz4ax0lnfvd,IOG,pool_groups_current_HEAD,pool_clusters.json group; ticker=NIGHT; balanceanalytics_group=IOG; adastat_group=None
663317cb93319fa42afd3b9cf5600826ab524b45cdee8518b4067d15,pool1vce30junxx06g2ha8ww02cqgy644yj69ehhg2x95qe7323zfznp,ISP,pool_groups_current_HEAD,pool_clusters.json group; ticker=ISPJ; balanceanalytics_group=ISP; adastat_group=infiniastakepool.com
a2563027d23bdd4f7f29ff566d68cf78137e54f1ea8af46c3e01e819,pool15ftrqf7j80w57leflatx66x00qfhu483a290gmp7q85pjxrf480,ISP,pool_groups_current_HEAD,pool_clusters.json group; ticker=ISPP; balanceanalytics_group=SINGLEPOOL; adastat_group=infiniastakepool.com
c58e3004c1f48f620b8bb1e9a4cd88d9cd006f972a94eb67288ab369,pool1ck8rqpxp7j8kyzutk856fnvgm8xsqmuh922wkeeg32ekjjrvtc0,ISP,pool_groups_current_HEAD,pool_clusters.json group; ticker=ISPF; balanceanalytics_group=ISP; adastat_group=infiniastakepool.com
0c2cfc283e0bbb85b9ef9d852c99ae7ee13f20f36b70fd648c6c3448,pool1psk0c2p7pwactw00nkzjexdw0msn7g8nddc06eyvds6yswr3tjg,ITC,pool_groups_current_HEAD,pool_clusters.json group; ticker=ITC2; balanceanalytics_group=ITC; adastat_group=itcpool.github.io
37a4728a33f13c83c0967ea7dbe06eb3437bbb4d26d671c5093f3e4b,pool1x7j89z3n7y7g8syk06nahcrwkdphhw6dymt8r3gf8ulyksrzh5t,ITC,pool_groups_current_HEAD,pool_clusters.json group; ticker=ALLIN; balanceanalytics_group=SINGLEPOOL; adastat_group=itcpool.github.io
380aae10d12fa3c8817aaccc9387dc850e87588b1cdf88e5aae94b0a,pool18q92uyx3973u3qt64nxf8p7us58gwkytrn0c3ed2a99s5uc9usc,ITC,pool_groups_current_HEAD,pool_clusters.json group; ticker=FREE; balanceanalytics_group=SINGLEPOOL; adastat_group=itcpool.github.io
89f7ebe5936075aae36b1f7f2e1e9e5d2decd5230cfb962d01e12c84,pool138m7hevnvp664cmtralju857t5k7e4frpnaevtgpuykggr50kne,ITC,pool_groups_current_HEAD,pool_clusters.json group; ticker=ITC; balanceanalytics_group=ITC; adastat_group=itcpool.github.io
d4a3b639d0f0b050cbfc25dad467af58355f31edbc4959db1cc59051,pool16j3mvwws7zc9pjluyhddgea0tq647v0dh3y4nkcuckg9znjcun2,ITC,pool_groups_current_HEAD,pool_clusters.json group; ticker=ITC3; balanceanalytics_group=ITC; adastat_group=itcpool.github.io
31cb0848348e7025dfab4acaef57d52d2879c051082929be9ad46a14,pool1x89ssjp53eczthatft9w74749558nsz3pq5jn056634pgt5m58s,JOY,pool_groups_current_HEAD,pool_clusters.json group; ticker=HOPE2; balanceanalytics_group=JOY; adastat_group=cardano.ipclub29.com
39654d8b4eebd091f6ce64d4be8fc05c5e50187b821b9a334076ce55,pool189j5mz6wa0gfrakwvn2tar7qt309qxrmsgde5v6qwm892n6re3v,JOY,pool_groups_current_HEAD,pool_clusters.json group; ticker=CCJ; balanceanalytics_group=CCJ; adastat_group=cardano.ipclub29.com
4a2aa209e00f2926bd0d8a286592bbdea4d35a593c05d41efe29e642,pool1fg42yz0qpu5jd0gd3g5xty4mm6jdxkje8szag8h798nyyxw6zd3,JOY,pool_groups_current_HEAD,pool_clusters.json group; ticker=CCJ3; balanceanalytics_group=CCJ; adastat_group=cardano.ipclub29.com
65ea43eab7c0143d6bb68f9d56c276bce09377bdc41e1a42ac9535ed,pool1vh4y864hcq2r66ak37w4dsnkhnsfxaaacs0p5s4vj5676m6txwm,JOY,pool_groups_current_HEAD,pool_clusters.json group; ticker=HOPE; balanceanalytics_group=JOY; adastat_group=cardano.ipclub29.com
7fbab5f400e70149e558bbee678313fd8421ab478c2a8dfea474c0c4,pool107attaqquuq5ne2ch0hx0qcnlkzzr2683s4gml4ywnqvgj6pak9,JOY,pool_groups_current_HEAD,pool_clusters.json group; ticker=CCJ5; balanceanalytics_group=CCJ; adastat_group=cardano.ipclub29.com
8871f659c6ce6a29afc0c52963cc872898db31235bead5b4a514b746,pool13pclvkwxee4znt7qc55k8ny89zvdkvfrt04dtd99zjm5vs2tws5,JOY,pool_groups_current_HEAD,pool_clusters.json group; ticker=CCJ2; balanceanalytics_group=CCJ; adastat_group=cardano.ipclub29.com
d1d6f37f6f6ada84f9b472b63dfb9f83ab8105ca2f88c186d928772c,pool168t0xlm0dtdgf7d5w2mrm7ulsw4czpw297yvrpke9pmjcc9hz7k,JOY,pool_groups_current_HEAD,pool_clusters.json group; ticker=CCJ4; balanceanalytics_group=CCJ; adastat_group=cardano.ipclub29.com
e36c628f68125e717842a87c4b05a0835949a5ee3f1313b8706ce8d1,pool1udkx9rmgzf08z7zz4p7ykpdqsdv5nf0w8uf38wrsdn5dzk9nq4g,JOY,pool_groups_current_HEAD,pool_clusters.json group; ticker=JOY2; balanceanalytics_group=JOY; adastat_group=cardano.ipclub29.com
fd832d27b5fbe0489409613f50e2139b54a21e613c8a7609dcff556e,pool1lkpj6fa4l0sy39qfvyl4pcsnnd22y8np8j98vzwula2kuxgers4,JOY,pool_groups_current_HEAD,pool_clusters.json group; ticker=JOY; balanceanalytics_group=JOY; adastat_group=cardano.ipclub29.com
5ca3c3845af455c22b8b8c0afcbe473be44e164f664ac5f0a2950c24,pool1tj3u8pz6732uy2ut3s90e0j880jyu9j0ve9vtu9zj5xzglhdlqy,JSP,pool_groups_current_HEAD,pool_clusters.json group; ticker=RPSP; balanceanalytics_group=JSP; adastat_group=ippei76.github.io
6dd356ae25a25f87f253863a26098ef4493121cc5a696a90b82bfd77,pool1dhf4dt395f0c0ujnscazvzvw73ynzgwvtf5k4y9c907hwjdyaq4,JSP,pool_groups_current_HEAD,pool_clusters.json group; ticker=JSP; balanceanalytics_group=JSP; adastat_group=ippei76.github.io
163cc36624d9332f6ae7770e8df8b8bad7e71711eb6c2ed7971c99d4,pool1zc7vxe3ymyej76h8wu8gm79chtt7w9c3adkza4uhrjvagr9w4zp,KAIZN,pool_groups_current_HEAD,pool_clusters.json group; ticker=KRSNA; balanceanalytics_group=KAIZN; adastat_group=kaizencrypto.com
9679eaa0fa242a9cdae4b030e714b66c0119fc9b3f7564b8f03a5316,pool1jeu74g86ys4fekhykqcww99kdsq3nlym8a6kfw8s8ff3vskad70,KAIZN,pool_groups_current_HEAD,pool_clusters.json group; ticker=KAIZN; balanceanalytics_group=KAIZN; adastat_group=kaizencrypto.com
ab8ab9d5d17b5cd57d2cae1d242baacc7964b5f300c8d347c99093e1,pool14w9tn4w30dwd2lfv4cwjg2a2e3ukfd0nqrydx37fjzf7z5f5jnk,KAIZN,pool_groups_current_HEAD,pool_clusters.json group; ticker=KOBE; balanceanalytics_group=KAIZN; adastat_group=kaizencrypto.com
ca4d7a55367b654e7159ae78f3dbe6fd0908c3a1bb236ce231b3a266,pool1efxh54fk0dj5uu2e4eu08klxl5ys3saphv3kec33kw3xv8738sc,KAIZN,pool_groups_current_HEAD,pool_clusters.json group; ticker=KRONO; balanceanalytics_group=KAIZN; adastat_group=kaizencrypto.com
326556f44c03d30177eedc5e219e96e957aa6dc1045891846d7469b7,pool1xfj4dazvq0fszalwm30zr85ka9t65mwpq3vfrprdw35mwan3vq9,KID,pool_groups_current_HEAD,pool_clusters.json group; ticker=CNFTA; balanceanalytics_group=KID; adastat_group=None
ad35f18c2fec51045b6433c7b3bacddb6dcf51696ff85330294b0db0,pool1456lrrp0a3gsgkmyx0rm8wkdmdku75tfdlu9xvpffvxmqmjkwee,KID,pool_groups_current_HEAD,pool_clusters.json group; ticker=ADPL; balanceanalytics_group=KID; adastat_group=None
b6300321f150f4dc000166d87f744b5e388a711ac70650f7c0b71d8a,pool1kccqxg032r6dcqqpvmv87azttcug5ug6cur9pa7qkuwc5ze4pxa,KID,pool_groups_current_HEAD,pool_clusters.json group; ticker=HUDO; balanceanalytics_group=KID; adastat_group=None
643808a16d63204df62860a87c5ec7e551ca11af8b8e15a6d08ad667,,KING,pool_groups_2021_01_06_99b3c61d,pool_list.json cluster_name; ticker=KING1; name=Global KING1 Staking KING Pool by AJG
df20194b13da05eb42b09d2430e3343f6ba835a403b172d3b3f4c7d2,,KING,pool_groups_2021_01_06_99b3c61d,pool_list.json cluster_name; ticker=CHINA; name=CHINA Staking Pool for Good Fortune
2523d71a1bd6376804e0bace048289a63455eb6340db81e616a11f9c,pool1y53awxsm6cmksp8qht8qfq5f5c69t6mrgrdcresk5y0ecv2yj93,KIWI,pool_groups_current_HEAD,pool_clusters.json group; ticker=RAMEN; balanceanalytics_group=KIWI; adastat_group=kiwipool.org
60397646d7d1ad6fe2ddccfe7efc9cba61f6d3d94d29e8f41de73240,pool1vquhv3kh6xkklckaenl8alyuhfsld57ef5573aqauueyqacx4ak,KIWI,pool_groups_current_HEAD,pool_clusters.json group; ticker=KIWI; balanceanalytics_group=KIWI; adastat_group=kiwipool.org
921dc3fc11681ad9ccde08c9bc23041808f4b7e8ba231be557db8ab5,pool1jgwu8lq3dqddnnx7prymcgcyrqy0fdlghg33he2hmw9t2gma3zd,KIWI,pool_groups_current_HEAD,pool_clusters.json group; ticker=KIWI; balanceanalytics_group=KIWI; adastat_group=kiwipool.org
c406bea064ed6f8a07385e14f81e1eeee39d302d94b5d9ac0264d5f4,pool1csrtagrya4hc5pectc20s8s7am3e6vpdjj6antqzvn2lgmm5afs,KOPI,pool_groups_current_HEAD,pool_clusters.json group; ticker=None; balanceanalytics_group=KOPI; adastat_group=None
fb4b7b76ea6d857f442cb9569d186f328fc846bb83222c3150ec3346,pool1ld9hkah2dkzh73pvh9tf6xr0x28us34msv3zcv2sase5vhvq962,KOPI,pool_groups_current_HEAD,pool_clusters.json group; ticker=KOPI; balanceanalytics_group=KOPI; adastat_group=None
9ffd5ceefaf338459f086690ebca63c2cc81841f1b4429cabf8fef49,,KTN,pool_groups_2021_01_06_99b3c61d,pool_list.json cluster_name; ticker=KTN; name=KTN
008a049b06862ba605031c8fa3c31b5ae41890a6ee6e49ead3b4f28c,pool1qz9qfxcxsc46vpgrrj868scmttjp3y9xaehyn6knknegcsphq6u,KTO,pool_groups_current_HEAD,pool_clusters.json group; ticker=KTO; balanceanalytics_group=KTO; adastat_group=myadapoolnamerocks.com
063951946e3d221231229a73c92446fdb9532d813e3b0d6144f16ece,pool1qcu4r9rw853pyvfznfeujfzxlku4xtvp8cas6c2y79hvuy22vl4,KTO,pool_groups_current_HEAD,pool_clusters.json group; ticker=MPOL; balanceanalytics_group=SINGLEPOOL; adastat_group=myadapoolnamerocks.com
4f161e8a4faf2d77fa95de9d930c6543722d8ffacbc36812e1c15120,pool1futpazj04ukh0754m6wexrr9gdezmrl6e0pksyhpc9gjql44l0y,KTO,pool_groups_current_HEAD,pool_clusters.json group; ticker=SMBU1; balanceanalytics_group=SINGLEPOOL; adastat_group=myadapoolnamerocks.com
76a9ddd886bfe0b9769b0bd89f015d6517b7ef42943650fff133a3a3,pool1w65amkyxhlstja5mp0vf7q2av5tm0m6zjsm9pll3xw36x6g8qte,KTO,pool_groups_current_HEAD,pool_clusters.json group; ticker=CRBN; balanceanalytics_group=SINGLEPOOL; adastat_group=myadapoolnamerocks.com
87dc693d71a7a9f33c69728d1179a04ab520fe14d682d711acfd9f24,pool1slwxj0t3575lx0rfw2x3z7dqf26jpls566pdwydvlk0jgw96lre,KTO,pool_groups_current_HEAD,pool_clusters.json group; ticker=MORH; balanceanalytics_group=SINGLEPOOL; adastat_group=myadapoolnamerocks.com
8d2fef46df5f9b2fcb64ebad739f27062b4f38c04df1a916fa216752,pool135h773klt7djljmyawkh88e8qc457wxqfhc6j9h6y9n4y3sgh7t,KTO,pool_groups_current_HEAD,pool_clusters.json group; ticker=None; balanceanalytics_group=KTO; adastat_group=myadapoolnamerocks.com
adc382b913711ee8c87fc01c959389d9cd0a0333ed61d352e6f6680f,pool14hpc9wgnwy0w3jrlcqwftyufm8xs5qena4sax5hx7e5q703uuml,KTO,pool_groups_current_HEAD,pool_clusters.json group; ticker=None; balanceanalytics_group=SINGLEPOOL; adastat_group=myadapoolnamerocks.com
b14d2db38d2f94c9a0f1d68bbb333dcb579e84734a7e063ebe26b5c4,pool1k9xjmvud972vng83669mkveaedteaprnfflqv047y66ugtqjyyq,KTO,pool_groups_current_HEAD,pool_clusters.json group; ticker=None; balanceanalytics_group=SINGLEPOOL; adastat_group=myadapoolnamerocks.com
c80ba3446dd81ed334867b9ce23f550aa421fd1a6863e1d38ebe6f39,pool1eq96x3rdmq0dxdyx0wwwy064p2jzrlg6dp37r5uwhehnja29fxq,KTO,pool_groups_current_HEAD,pool_clusters.json group; ticker=CRTR; balanceanalytics_group=SINGLEPOOL; adastat_group=myadapoolnamerocks.com
f5a9a386453680edb38b997c1a3902623724fb75d405160b8d069507,pool17k568pj9x6qwmvutn97p5wgzvgmjf7m46sz3vzudq62swqdfh4a,KTO,pool_groups_current_HEAD,pool_clusters.json group; ticker=KDK; balanceanalytics_group=SINGLEPOOL; adastat_group=myadapoolnamerocks.com
490353aa6b85efb28922acd9e0ee1dcf6d0c269b9f0583718b0274ba,pool1fyp482ntshhm9zfz4nv7pmsaeakscf5mnuzcxuvtqf6t56fc7l0,KYSN,pool_groups_current_HEAD,pool_clusters.json group; ticker=KYSN; balanceanalytics_group=KYSN; adastat_group=kysenpool.io
6fb41f0933511a0a7bc2aba0cdcfeaf9ab837630a303f4f2ec19c097,pool1d76p7zfn2ydq577z4wsvmnl2lx4cxa3s5vplfuhvr8qfw8hd05j,KYSN,pool_groups_current_HEAD,pool_clusters.json group; ticker=KYSN2; balanceanalytics_group=KYSN; adastat_group=kysenpool.io
e8e00995c7f3820fedf01e75a443c56e20f96ddcf9168b662ce2fdcd,,LATINO,pool_groups_2021_01_06_99b3c61d,pool_list.json cluster_name; ticker=LATIN; name=Latino_Staking_Pool
195a96523a7f7e1a36ef53ecfa3db59d4972dea8dc0bf4be03dd622a,pool1r9dfv5360alp5dh020k050d4n4yh9h4gms9lf0srm43z5zk4d3s,LEO,pool_groups_current_HEAD,pool_clusters.json group; ticker=None; balanceanalytics_group=LEO; adastat_group=staking-fm.site
20b95f87c93f3be9e5094c8fbdb924f9ab8b5e1c7bfb542d3a8bc7fc,pool1yzu4lp7f8ua7negffj8mmwfylx4ckhsu00a4gtf630rlcwnl7gd,LEO,pool_groups_current_HEAD,pool_clusters.json group; ticker=None; balanceanalytics_group=LEO; adastat_group=staking-fm.site
335d9516b35b276cce8a643bd1fb2d304d95de156b21b3d43bae2e40,pool1xdwe294ntvnken52vsaar7edxpxeths4dvsm84pm4chyq70r0ny,LEO,pool_groups_current_HEAD,pool_clusters.json group; ticker=None; balanceanalytics_group=LEO; adastat_group=staking-fm.site
3635fed04554336e1f58a8db3e30d26e229b9c2d5f67f419a4297069,pool1xc6la5z92seku86c4rdnuvxjdc3fh8pdtanlgxdy99cxjrkhzkd,LEO,pool_groups_current_HEAD,pool_clusters.json group; ticker=None; balanceanalytics_group=LEO; adastat_group=staking-fm.site
4a78ca15af1b42f94106e94d419c2cdf72667389cf2b1b04df8f140e,pool1ffuv59d0rdp0jsgxa9x5r8pvmaexvuufeu43kpxl3u2qut3ljq4,LEO,pool_groups_current_HEAD,pool_clusters.json group; ticker=None; balanceanalytics_group=LEO; adastat_group=staking-fm.site
5ea0be57485dfdd737e36ecdb95d03b1472be4450267fbdae9625e99,pool1t6stu46gth7awdlrdmxmjhgrk9rjhez9qfnlhkhfvf0fj4q3h2a,LEO,pool_groups_current_HEAD,pool_clusters.json group; ticker=None; balanceanalytics_group=LEO; adastat_group=staking-fm.site
81876111eb247d0500dad621803b98683ecced72f97590c75b02473b,pool1sxrkzy0ty37s2qx66cscqwucdqlvemtjl96ep36mqfrnku9lq8t,LEO,pool_groups_current_HEAD,pool_clusters.json group; ticker=None; balanceanalytics_group=LEO; adastat_group=staking-fm.site
86a1ac91997ff78ae5f9d892afe8f3293af1dc616e00f96edbdeccc5,pool1s6s6eyve0lmc4e0emzf2l68n9ya0rhrpdcq0jmkmmmxv2rkrx42,LEO,pool_groups_current_HEAD,pool_clusters.json group; ticker=None; balanceanalytics_group=LEO; adastat_group=staking-fm.site
c4a4b16b33b63da2117f4a84d3ea686f34fcf9f4603ce016af9e39aa,pool1cjjtz6enkc76yytlf2zd86ngdu60e705vq7wq940ncu6506s6n2,LEO,pool_groups_current_HEAD,pool_clusters.json group; ticker=None; balanceanalytics_group=LEO; adastat_group=staking-fm.site
e455088c9164ae075f0300bc1a7234c30433556c6b88d4301a06cfe5,pool1u32s3ry3vjhqwhcrqz7p5u35cvzrx4tvdwydgvq6qm8720qrg0s,LEO,pool_groups_current_HEAD,pool_clusters.json group; ticker=None; balanceanalytics_group=LEO; adastat_group=staking-fm.site
e98e298624ce6efe34635318bdd5d634bed732bb238989d3d1b6fc9e,pool1ax8znp3yeeh0udrr2vvtm4wkxjldwv4mywycn573km7fu20y5xa,LEO,pool_groups_current_HEAD,pool_clusters.json group; ticker=None; balanceanalytics_group=LEO; adastat_group=staking-fm.site
f8328a36320b8719b07da68f3b28f019feb5907ac26a42420d3680b3,pool1lqeg5d3jpwr3nvra568nk28sr8lttyr6cf4yyssdx6qtxea9nmr,LEO,pool_groups_current_HEAD,pool_clusters.json group; ticker=None; balanceanalytics_group=LEO; adastat_group=staking-fm.site
f83cb7810af45813ad4e16f2497a0d02997e2987f4a41fa3830a4d88,pool1lq7t0qg273vp8t2wzmeyj7sdq2vhu2v87jjplgurpfxcs9afnr3,LEO,pool_groups_current_HEAD,pool_clusters.json group; ticker=None; balanceanalytics_group=LEO; adastat_group=staking-fm.site
467063b09d8a4ff20f2a44caea4695f05e3bdb6079bc710dc5a6bf6c,pool1gecx8vya3f8lyre2gn9w53547p0rhkmq0x78zrw956lkcvn8uyp,LIQWID,pool_groups_current_HEAD,pool_clusters.json group; ticker=LQWD; balanceanalytics_group=LIQWID; adastat_group=liqwid.finance
d0f48f07e4e5eb8040a988085f7ea3bd32d71a2e2998d53e9bbc959a,pool16r6g7plyuh4cqs9f3qy97l4rh5edwx3w9xvd205mhj2e58cpp28,LIQWID,pool_groups_current_HEAD,pool_clusters.json group; ticker=LQWD; balanceanalytics_group=LIQWID; adastat_group=liqwid.finance
3b0a33f53dfde8ffd7f05e16aeb9b888a019b383c43cbad26c517985,pool18v9r8afalh50l4lstct2awdc3zspnvurcs7t45nv29uc2mnxc6c,LONDN,pool_groups_current_HEAD,pool_clusters.json group; ticker=LONDN; balanceanalytics_group=LONDN; adastat_group=londonpool.co.uk
81ab938d86519a6459ce524325ed839f52b48d69465453627e55efeb,pool1sx4e8rvx2xdxgkww2fpjtmvrnaftfrtfge29xcn72hh7kch5snf,LONDN,pool_groups_current_HEAD,pool_clusters.json group; ticker=UK1; balanceanalytics_group=LONDN; adastat_group=londonpool.co.uk
6226fce477c40a148f695fcd2de150dbd7566ee30137d7deda8071a4,,LOVE,pool_groups_2021_01_06_99b3c61d,pool_list.json cluster_name; ticker=AIJOU; name=StakeLove Japan
95c4956f7a137f7fe9c72f2e831e6038744b6307d00143b2447e6443,,LOVE,pool_groups_2021_01_06_99b3c61d,pool_list.json cluster_name; ticker=LOVE; name=StakeLove
c7cb0c4355e735c2843c0af609530869678e2bdbb1ae5e6a49ac162e,,LOVE,pool_groups_2021_01_06_99b3c61d,pool_list.json cluster_name; ticker=LIEBE; name=StakeLove Germany
1aee47982a812687e08d09e8e608be8c05b02a703f281addb96d9df2,pool1rthy0xp2syng0cydp85wvz973szmq2ns8u5p4hdedkwlyhry27w,MANGO,pool_groups_current_HEAD,pool_clusters.json group; ticker=MEDA🌌; balanceanalytics_group=SINGLEPOOL; adastat_group=git.io/JOkNh
1e9a280b52e5157467f05e5231e7f521d3022cf8b14084b19beed138,pool1r6dzsz6ju52hgelstefrrel4y8fsyt8ck9qgfvvmamgns4vh7w4,MANGO,pool_groups_current_HEAD,pool_clusters.json group; ticker=DAI; balanceanalytics_group=SINGLEPOOL; adastat_group=git.io/JOkNh
4b748c932c0c10ad43c0a1d2ce3159bd2859d0256323859a50f559a4,pool1fd6geyevpsg26s7q58fvuv2eh559n5p9vv3ctxjs74v6g7lkew4,MANGO,pool_groups_current_HEAD,pool_clusters.json group; ticker=ECO; balanceanalytics_group=SINGLEPOOL; adastat_group=git.io/JOkNh
9addc1ee114be55b0334724282e2ffec09f0bffbe3bcadd533d6993e,pool1ntwurms3f0j4kqe5wfpg9chlasylp0lmuw72m4fn66vnuyrvs8v,MANGO,pool_groups_current_HEAD,pool_clusters.json group; ticker=MANGO; balanceanalytics_group=MANGO; adastat_group=git.io/JOkNh
9d08bca04e8e670c25d559dd09116312947ea19b2e226ef478cf8289,pool1n5ytegzw3enscfw4t8wsjytrz228agvm9c3xaarce7pgjzftdtx,MANGO,pool_groups_current_HEAD,pool_clusters.json group; ticker=_Q_; balanceanalytics_group=MANGO; adastat_group=git.io/JOkNh
a4ac19aa597233380e7cfc36fb0172a1e7de311343c0c22b86afa4d7,pool15jkpn2jewgensrnulsm0kqtj58nauvgng0qvy2ux47jdwncsw9s,MANGO,pool_groups_current_HEAD,pool_clusters.json group; ticker=MERCY; balanceanalytics_group=SINGLEPOOL; adastat_group=git.io/JOkNh
bb224ee756ce73c513d9e43323560e6ab644db83fb57eff613503953,pool1hv3yae6keeeu2y7eusejx4swd2myfkurldt7lasn2qu4xk20j8m,MANGO,pool_groups_current_HEAD,pool_clusters.json group; ticker=BLESS; balanceanalytics_group=SINGLEPOOL; adastat_group=git.io/JOkNh
